Step,Queue_West_East,Queue_North_South,Queue_SD,Throughput_Step,Avg_Waiting_Time
1,0,0,0.0,0,0.0
2,0,0,0.0,0,0.0
3,0,0,0.0,0,0.0
4,0,0,0.0,0,0.0
5,0,0,0.0,0,0.0
6,0,1,0.5,0,0.2
7,0,1,0.5,0,0.4
8,0,1,0.5,0,0.75
9,0,1,0.5,0,0.67
10,0,2,1.0,1,1.2
11,0,2,1.0,0,1.33
12,0,3,1.5,0,1.57
13,0,4,2.0,1,2.5
14,0,4,2.0,0,2.71
15,0,4,2.0,1,3.83
16,0,5,2.5,0,4.0
17,0,5,2.5,0,4.71
18,0,5,2.5,1,6.33
19,0,5,2.5,0,6.14
20,0,5,2.5,0,8.0
21,0,5,2.5,1,7.57
22,0,5,2.5,0,8.29
23,0,5,2.5,1,10.5
24,0,5,2.5,0,9.71
25,0,5,2.5,1,10.43
26,0,5,2.5,0,11.14
27,0,5,2.5,0,11.86
28,0,5,2.5,1,14.67
29,0,5,2.5,0,13.29
30,0,5,2.5,0,16.33
31,0,5,2.5,0,14.71
32,0,5,2.5,1,15.43
33,0,5,2.5,0,18.83
34,0,5,2.5,1,16.86
35,0,5,2.5,0,17.57
36,0,5,2.5,1,18.29
37,0,5,2.5,0,19.0
38,0,5,2.5,1,23.0
39,0,5,2.5,0,20.43
40,0,5,2.5,0,24.67
41,0,5,2.5,0,21.86
42,0,5,2.5,1,22.57
43,0,5,2.5,0,27.17
44,0,5,2.5,1,24.0
45,0,5,2.5,0,24.71
46,0,4,2.0,1,19.57
47,0,3,1.5,0,14.71
48,0,2,1.0,1,9.86
49,1,1,0.0,0,5.0
50,1,0,0.5,0,0.29
51,2,0,1.0,0,0.5
52,2,0,1.0,0,0.86
53,3,0,1.5,1,1.29
54,3,0,1.5,0,1.5
55,3,0,1.5,1,1.88
56,3,0,1.5,0,2.25
57,3,0,1.5,1,2.33
58,4,0,2.0,0,2.78
59,5,0,2.5,1,3.33
60,5,0,2.5,1,3.89
61,6,0,3.0,0,5.12
62,7,0,3.5,1,5.33
63,7,0,3.5,0,6.88
64,7,0,3.5,1,6.89
65,7,0,3.5,0,8.62
66,7,0,3.5,1,8.44
67,7,0,3.5,1,10.38
68,7,0,3.5,0,10.0
69,7,0,3.5,1,12.12
70,7,0,3.5,0,11.56
71,7,0,3.5,1,13.88
72,7,0,3.5,0,13.11
73,7,0,3.5,0,15.62
74,7,0,3.5,1,14.67
75,7,0,3.5,0,17.38
76,7,0,3.5,1,16.22
77,7,0,3.5,0,19.12
78,7,0,3.5,1,17.78
79,7,0,3.5,1,20.88
80,7,0,3.5,0,19.33
81,7,0,3.5,1,22.62
82,7,0,3.5,0,20.89
83,7,0,3.5,1,24.38
84,7,0,3.5,0,22.44
85,7,0,3.5,1,26.12
86,7,0,3.5,0,24.0
87,7,0,3.5,1,27.88
88,7,0,3.5,0,25.56
89,7,0,3.5,0,23.7
90,7,0,3.5,1,24.4
91,6,0,3.0,0,20.8
92,5,1,2.0,1,17.3
93,4,1,1.5,0,13.8
94,3,2,0.5,0,10.7
95,2,2,0.0,0,7.5
96,1,3,1.0,0,4.89
97,0,4,2.0,0,1.44
98,0,4,2.0,0,2.12
99,0,5,2.5,1,2.75
100,0,5,2.5,0,3.86
101,0,5,2.5,1,4.0
102,0,5,2.5,1,5.29
103,0,5,2.5,0,5.25
104,0,5,2.5,1,6.71
105,0,5,2.5,0,7.43
106,0,5,2.5,1,8.14
107,0,5,2.5,0,8.86
108,0,5,2.5,1,9.57
109,0,5,2.5,1,10.29
110,0,5,2.5,0,9.62
111,0,5,2.5,1,11.71
112,0,5,2.5,0,10.88
113,0,5,2.5,0,13.14
114,0,5,2.5,1,13.86
115,0,5,2.5,0,14.57
116,0,5,2.5,0,15.29
117,0,5,2.5,1,16.0
118,0,5,2.5,0,16.71
119,0,5,2.5,1,17.43
120,0,5,2.5,1,18.14
121,0,5,2.5,0,18.86
122,0,5,2.5,1,19.57
123,0,5,2.5,0,20.29
124,0,5,2.5,1,21.0
125,0,5,2.5,0,21.71
126,0,5,2.5,1,19.62
127,0,5,2.5,1,23.14
128,0,5,2.5,0,23.86
129,0,5,2.5,0,24.57
130,0,5,2.5,1,25.29
131,0,5,2.5,0,26.0
132,0,5,2.5,1,26.71
133,0,5,2.5,0,27.43
134,0,5,2.5,1,24.62
135,0,5,2.5,0,22.44
136,0,4,2.0,1,20.25
137,1,3,1.0,0,13.67
138,1,2,0.5,1,9.33
139,2,1,0.5,0,5.0
140,2,0,1.0,0,0.67
141,3,0,1.5,0,1.12
142,3,0,1.5,1,1.33
143,4,0,2.0,0,1.78
144,5,0,2.5,1,2.33
145,6,0,3.0,0,3.38
146,6,0,3.0,1,3.67
147,6,0,3.0,0,4.88
148,7,0,3.5,1,5.11
149,7,0,3.5,0,6.62
150,7,0,3.5,1,6.67
151,7,0,3.5,1,8.38
152,7,0,3.5,0,8.22
153,7,0,3.5,1,10.12
154,7,0,3.5,0,9.78
155,7,0,3.5,1,11.88
156,7,0,3.5,0,11.33
157,7,0,3.5,1,13.62
158,7,0,3.5,0,12.89
159,7,0,3.5,1,15.38
160,7,0,3.5,0,14.44
161,7,0,3.5,1,17.12
162,7,0,3.5,0,16.0
163,7,0,3.5,0,18.88
164,7,0,3.5,1,17.56
165,7,0,3.5,0,20.62
166,7,0,3.5,1,19.11
167,7,0,3.5,1,22.38
168,7,0,3.5,0,20.67
169,7,0,3.5,1,24.12
170,7,0,3.5,0,22.22
171,7,0,3.5,1,25.88
172,7,0,3.5,0,23.78
173,7,0,3.5,1,27.62
174,7,0,3.5,0,25.33
175,7,0,3.5,1,29.38
176,7,0,3.5,0,26.89
177,7,0,3.5,1,31.12
178,7,0,3.5,0,28.44
179,7,0,3.5,1,26.3
180,7,0,3.5,0,27.0
181,6,0,3.0,1,23.2
182,5,0,2.5,0,19.4
183,4,1,1.5,0,15.7
184,3,1,1.0,0,12.0
185,2,2,0.0,0,8.3
186,1,3,1.0,0,4.6
187,0,4,2.0,0,1.22
188,0,4,2.0,0,1.67
189,0,5,2.5,0,2.5
190,0,5,2.5,1,3.12
191,0,5,2.5,1,4.29
192,0,5,2.5,0,4.38
193,0,5,2.5,1,5.71
194,0,5,2.5,0,5.62
195,0,5,2.5,1,7.14
196,0,5,2.5,0,6.88
197,0,5,2.5,1,8.57
198,0,5,2.5,1,9.29
199,0,5,2.5,0,10.0
200,0,5,2.5,1,9.38
201,0,5,2.5,0,11.43
202,0,5,2.5,1,10.62
203,0,5,2.5,0,12.86
204,0,5,2.5,1,13.57
205,0,5,2.5,0,14.29
206,0,5,2.5,0,15.0
207,0,5,2.5,1,15.71
208,0,5,2.5,0,16.43
209,0,5,2.5,1,17.14
210,0,5,2.5,1,17.86
211,0,5,2.5,0,18.57
212,0,5,2.5,1,19.29
213,0,5,2.5,0,20.0
214,0,5,2.5,1,20.71
215,0,5,2.5,0,21.43
216,0,5,2.5,1,22.14
217,0,5,2.5,0,22.86
218,0,5,2.5,1,23.57
219,0,5,2.5,0,24.29
220,0,5,2.5,1,25.0
221,0,5,2.5,0,25.71
222,0,5,2.5,1,26.43
223,0,5,2.5,0,27.14
224,0,5,2.5,1,24.38
225,0,5,2.5,0,22.22
226,1,4,1.5,1,20.25
227,1,3,1.0,1,13.78
228,1,2,0.5,0,9.44
229,2,1,0.5,0,4.6
230,2,0,1.0,0,0.78
231,3,0,1.5,0,1.11
232,4,0,2.0,0,1.56
233,5,0,2.5,1,2.11
234,5,0,2.5,0,2.67
235,5,0,2.5,1,3.22
236,6,0,3.0,1,3.89
237,7,0,3.5,0,4.67
238,7,0,3.5,0,5.44
239,7,0,3.5,1,6.22
240,7,0,3.5,0,7.0
241,7,0,3.5,1,8.75
242,7,0,3.5,1,8.56
243,7,0,3.5,0,10.5
244,7,0,3.5,1,10.11
245,7,0,3.5,0,12.25
246,7,0,3.5,1,11.67
247,7,0,3.5,0,14.0
248,7,0,3.5,1,13.22
249,7,0,3.5,1,15.75
250,7,0,3.5,0,14.78
251,7,0,3.5,1,17.5
252,7,0,3.5,0,16.33
253,7,0,3.5,1,19.25
254,7,0,3.5,0,17.89
255,7,0,3.5,1,21.0
256,7,0,3.5,0,19.44
257,7,0,3.5,0,22.75
258,7,0,3.5,1,21.0
259,7,0,3.5,1,24.5
260,7,0,3.5,0,22.56
261,7,0,3.5,0,26.25
262,7,0,3.5,1,24.11
263,7,0,3.5,1,28.0
264,7,0,3.5,0,25.67
265,7,0,3.5,1,29.75
266,7,0,3.5,0,27.22
267,7,0,3.5,1,31.5
268,7,0,3.5,0,28.78
269,7,0,3.5,1,29.56
270,7,0,3.5,0,27.3
271,6,0,3.0,1,26.0
272,5,1,2.0,0,19.7
273,4,1,1.5,0,16.0
274,3,1,1.0,0,13.56
275,2,2,0.0,0,8.4
276,1,2,0.5,0,4.7
277,0,3,1.5,0,1.11
278,0,4,2.0,0,1.56
279,0,5,2.5,1,2.38
280,0,5,2.5,0,3.0
281,0,5,2.5,1,4.14
282,0,5,2.5,0,4.25
283,0,5,2.5,1,5.57
284,0,5,2.5,0,5.5
285,0,5,2.5,1,7.0
286,0,5,2.5,1,7.71
287,0,5,2.5,0,8.43
288,0,5,2.5,1,9.14
289,0,5,2.5,0,9.86
290,0,5,2.5,1,10.57
291,0,5,2.5,0,11.29
292,0,5,2.5,1,12.0
293,0,5,2.5,0,12.71
294,0,5,2.5,1,13.43
295,0,5,2.5,0,14.14
296,0,5,2.5,1,13.0
297,0,5,2.5,0,15.57
298,0,5,2.5,1,16.29
299,0,5,2.5,0,17.0
300,0,5,2.5,1,17.71
301,0,5,2.5,0,18.43
302,0,5,2.5,1,19.14
303,0,5,2.5,0,17.38
304,0,5,2.5,0,20.57
305,0,5,2.5,1,18.62
306,0,5,2.5,0,22.0
307,0,5,2.5,0,19.88
308,0,5,2.5,0,23.43
309,0,5,2.5,1,24.14
310,0,5,2.5,1,24.86
311,0,5,2.5,0,25.57
312,0,5,2.5,1,26.29
313,0,5,2.5,0,27.0
314,0,5,2.5,1,27.71
315,0,5,2.5,0,24.88
316,0,4,2.0,1,19.88
317,1,3,1.0,0,15.12
318,1,2,0.5,1,9.22
319,1,1,0.0,1,5.5
320,1,0,0.5,0,0.44
321,2,0,1.0,0,0.67
322,2,0,1.0,0,1.0
323,3,0,1.5,1,1.22
324,3,0,1.5,0,1.56
325,4,0,2.0,1,2.0
326,4,0,2.0,0,2.44
327,4,0,2.0,1,2.89
328,5,0,2.5,1,3.44
329,6,0,3.0,0,4.11
330,7,0,3.5,1,4.89
331,7,0,3.5,0,6.38
332,7,0,3.5,1,6.44
333,7,0,3.5,0,8.12
334,7,0,3.5,1,8.0
335,7,0,3.5,1,9.88
336,7,0,3.5,0,9.56
337,7,0,3.5,1,11.62
338,7,0,3.5,0,11.11
339,7,0,3.5,1,13.38
340,7,0,3.5,0,12.67
341,7,0,3.5,1,15.12
342,7,0,3.5,0,14.22
343,7,0,3.5,1,16.88
344,7,0,3.5,0,15.78
345,7,0,3.5,1,18.62
346,7,0,3.5,0,17.33
347,7,0,3.5,1,20.38
348,7,0,3.5,0,18.89
349,7,0,3.5,1,22.12
350,7,0,3.5,0,20.44
351,7,0,3.5,1,23.88
352,7,0,3.5,0,22.0
353,7,0,3.5,1,25.62
354,7,0,3.5,0,23.56
355,7,0,3.5,1,27.38
356,7,0,3.5,0,25.11
357,7,0,3.5,1,29.12
358,7,0,3.5,0,26.67
359,7,0,3.5,0,27.44
360,7,0,3.5,1,25.4
361,6,0,3.0,1,24.0
362,5,1,2.0,0,18.1
363,4,2,1.0,0,14.7
364,3,2,0.5,0,11.3
365,2,3,0.5,0,8.1
366,1,3,1.0,0,4.8
367,1,4,1.5,0,5.89
368,0,4,2.0,0,2.11
369,0,5,2.5,1,3.0
370,0,5,2.5,0,3.62
371,0,5,2.5,1,4.86
372,0,5,2.5,0,4.88
373,0,5,2.5,1,6.29
374,0,5,2.5,0,6.12
375,0,5,2.5,1,7.71
376,0,5,2.5,0,8.43
377,0,5,2.5,1,9.14
378,0,5,2.5,0,9.86
379,0,5,2.5,1,10.57
380,0,5,2.5,1,11.29
381,0,5,2.5,0,12.0
382,0,5,2.5,0,12.71
383,0,5,2.5,1,13.43
384,0,5,2.5,0,14.14
385,0,5,2.5,1,14.86
386,0,5,2.5,1,15.57
387,0,5,2.5,0,16.29
388,0,5,2.5,1,17.0
389,0,5,2.5,0,17.71
390,0,5,2.5,1,18.43
391,0,5,2.5,0,19.14
392,0,5,2.5,0,19.86
393,0,5,2.5,1,20.57
394,0,5,2.5,0,21.29
395,0,5,2.5,1,22.0
396,0,5,2.5,0,22.71
397,0,5,2.5,1,23.43
398,0,5,2.5,0,24.14
399,0,5,2.5,1,24.86
400,0,5,2.5,0,25.57
401,0,5,2.5,1,26.29
402,0,5,2.5,0,27.0
403,0,5,2.5,1,27.71
404,0,5,2.5,0,28.43
405,0,5,2.5,1,25.5
406,0,4,2.0,1,20.5
407,0,3,1.5,0,15.38
408,0,2,1.0,1,9.11
409,1,1,0.0,0,5.25
410,2,0,1.0,0,0.33
411,2,0,1.0,0,0.62
412,3,0,1.5,1,1.0
413,3,0,1.5,0,1.22
414,4,0,2.0,0,1.67
415,4,0,2.0,1,2.11
416,4,0,2.0,1,2.56
417,5,0,2.5,0,3.11
418,6,0,3.0,1,3.78
419,7,0,3.5,0,5.12
420,7,0,3.5,1,5.33
421,7,0,3.5,0,6.88
422,7,0,3.5,1,6.89
423,7,0,3.5,1,8.62
424,7,0,3.5,0,8.44
425,7,0,3.5,1,10.38
426,7,0,3.5,0,10.0
427,7,0,3.5,1,12.12
428,7,0,3.5,0,11.56
429,7,0,3.5,0,13.88
430,7,0,3.5,1,13.11
431,7,0,3.5,0,15.62
432,7,0,3.5,1,14.67
433,7,0,3.5,1,15.44
434,7,0,3.5,0,16.22
435,7,0,3.5,1,19.12
436,7,0,3.5,0,17.78
437,7,0,3.5,0,20.88
438,7,0,3.5,1,19.33
439,7,0,3.5,0,22.62
440,7,0,3.5,1,20.89
441,7,0,3.5,0,24.38
442,7,0,3.5,1,22.44
443,7,0,3.5,0,26.12
444,7,0,3.5,1,24.0
445,7,0,3.5,0,27.88
446,7,0,3.5,1,25.56
447,7,0,3.5,1,29.62
448,7,0,3.5,0,27.11
449,7,0,3.5,1,27.89
450,7,0,3.5,0,25.8
451,6,0,3.0,1,24.67
452,5,0,2.5,0,18.5
453,4,1,1.5,0,14.9
454,3,1,1.0,0,11.3
455,2,2,0.0,0,7.9
456,1,2,0.5,0,4.89
457,0,3,1.5,0,1.0
458,0,4,2.0,0,1.62
459,0,5,2.5,1,2.25
460,0,5,2.5,1,3.29
461,0,5,2.5,0,3.5
462,0,5,2.5,1,4.71
463,0,5,2.5,0,5.43
464,0,5,2.5,1,6.14
465,0,5,2.5,0,6.86
466,0,5,2.5,1,7.57
467,0,5,2.5,0,8.29
468,0,5,2.5,1,9.0
469,0,5,2.5,1,9.71
470,0,5,2.5,0,10.43
471,0,5,2.5,0,11.14
