Step,Queue_West_East,Queue_North_South,Queue_SD,Throughput_Step,Avg_Waiting_Time
1,0,0,0.0,0,0.0
2,0,0,0.0,0,0.0
3,0,0,0.0,0,0.0
4,0,0,0.0,0,0.0
5,0,0,0.0,0,0.0
6,0,2,1.0,0,0.25
7,0,1,0.5,0,0.5
8,0,1,0.5,0,0.75
9,0,1,0.5,0,1.0
10,0,1,0.5,1,1.25
11,0,1,0.5,0,1.2
12,0,1,0.5,1,1.4
13,0,1,0.5,0,1.6
14,0,2,1.0,1,2.0
15,0,2,1.0,0,2.4
16,0,2,1.0,1,2.33
17,0,2,1.0,0,2.67
18,0,3,1.5,1,3.17
19,0,3,1.5,0,3.67
20,0,3,1.5,0,4.17
21,0,4,2.0,1,4.0
22,0,4,2.0,0,4.57
23,0,4,2.0,1,5.14
24,0,4,2.0,0,5.71
25,0,5,2.5,1,6.43
26,0,5,2.5,0,7.14
27,0,5,2.5,1,7.86
28,0,5,2.5,1,8.57
29,0,5,2.5,0,8.12
30,0,5,2.5,1,10.0
31,0,5,2.5,0,10.71
32,0,5,2.5,0,11.43
33,0,5,2.5,1,12.14
34,0,5,2.5,0,12.86
35,0,5,2.5,0,13.57
36,0,5,2.5,1,14.29
37,0,5,2.5,0,15.0
38,0,5,2.5,1,15.71
39,0,5,2.5,1,14.38
40,0,5,2.5,0,17.14
41,0,5,2.5,1,15.62
42,0,5,2.5,0,18.57
43,0,5,2.5,1,16.88
44,0,5,2.5,0,15.56
45,0,5,2.5,1,16.11
46,0,4,2.0,0,12.11
47,1,3,1.0,0,8.89
48,1,2,0.5,1,5.3
49,1,1,0.0,0,3.11
50,2,0,1.0,0,0.56
51,2,0,1.0,0,0.88
52,3,0,1.5,1,1.11
53,4,0,2.0,0,1.56
54,4,0,2.0,1,2.0
55,5,0,2.5,0,2.88
56,6,0,3.0,1,3.22
57,6,0,3.0,0,4.38
58,7,0,3.5,1,4.67
59,7,0,3.5,0,6.12
60,7,0,3.5,1,6.22
61,7,0,3.5,1,7.88
62,7,0,3.5,0,7.78
63,7,0,3.5,0,9.62
64,7,0,3.5,1,9.33
65,7,0,3.5,0,11.38
66,7,0,3.5,1,10.89
67,7,0,3.5,1,13.12
68,7,0,3.5,0,12.44
69,7,0,3.5,1,14.88
70,7,0,3.5,0,14.0
71,7,0,3.5,1,16.62
72,7,0,3.5,0,15.56
73,7,0,3.5,1,18.38
74,7,0,3.5,0,19.25
75,7,0,3.5,0,23.0
76,7,0,3.5,1,21.0
77,7,0,3.5,0,21.88
78,7,0,3.5,1,22.75
79,7,0,3.5,1,27.0
80,7,0,3.5,0,28.0
81,7,0,3.5,0,25.38
82,7,0,3.5,0,26.25
83,7,0,3.5,1,27.12
84,7,0,3.5,0,32.0
85,7,0,3.5,0,33.0
86,7,0,3.5,0,29.75
87,7,0,3.5,0,30.62
88,7,0,3.5,0,31.5
89,7,0,3.5,1,32.38
90,7,0,3.5,0,33.25
91,6,0,3.0,0,28.5
92,5,1,2.0,0,24.0
93,4,1,1.5,0,19.5
94,3,1,1.0,0,17.0
95,2,1,0.5,0,11.71
96,1,1,0.0,0,5.5
97,0,2,1.0,0,1.0
98,0,2,1.0,0,1.29
99,0,2,1.0,1,1.83
100,0,2,1.0,0,2.17
101,0,3,1.5,1,2.14
102,0,3,1.5,0,2.57
103,0,3,1.5,1,3.0
104,0,3,1.5,1,4.0
105,0,3,1.5,0,4.5
106,0,4,2.0,1,4.29
107,0,3,1.5,0,4.71
108,0,4,2.0,1,5.29
109,0,4,2.0,0,5.86
110,0,5,2.5,1,6.57
111,0,5,2.5,0,7.29
112,0,5,2.5,1,7.0
113,0,5,2.5,1,8.71
114,0,5,2.5,0,9.43
115,0,5,2.5,1,10.14
116,0,5,2.5,0,10.86
117,0,5,2.5,0,11.57
118,0,5,2.5,0,12.29
119,0,5,2.5,1,13.0
120,0,5,2.5,1,13.71
121,0,5,2.5,0,14.43
122,0,5,2.5,1,15.14
123,0,5,2.5,0,15.86
124,0,5,2.5,1,16.57
125,0,5,2.5,1,17.29
126,0,5,2.5,0,15.75
127,0,5,2.5,1,18.71
128,0,5,2.5,0,17.0
129,0,5,2.5,0,20.14
130,0,5,2.5,1,18.25
131,0,5,2.5,0,21.57
132,0,5,2.5,0,22.29
133,0,5,2.5,1,23.0
134,0,5,2.5,0,20.75
135,0,5,2.5,1,19.0
136,1,4,1.5,0,16.5
137,1,3,1.0,1,10.67
138,2,2,0.0,1,7.11
139,2,1,0.5,0,4.0
140,3,0,1.5,0,1.0
141,4,0,2.0,0,1.3
142,4,0,2.0,1,1.89
143,5,0,2.5,0,2.44
144,6,0,3.0,0,3.11
145,6,0,3.0,1,3.78
146,7,0,3.5,1,4.56
147,7,0,3.5,0,5.33
148,7,0,3.5,1,6.11
149,7,0,3.5,0,6.89
150,7,0,3.5,0,7.67
151,7,0,3.5,1,8.44
152,7,0,3.5,1,9.22
153,7,0,3.5,0,11.25
154,7,0,3.5,1,10.78
155,7,0,3.5,0,13.0
156,7,0,3.5,1,12.33
157,7,0,3.5,0,14.75
158,7,0,3.5,1,13.89
159,7,0,3.5,1,16.5
160,7,0,3.5,0,15.44
161,7,0,3.5,1,18.25
162,7,0,3.5,0,17.0
163,7,0,3.5,1,20.0
164,7,0,3.5,0,18.56
165,7,0,3.5,1,21.75
166,7,0,3.5,0,20.11
167,7,0,3.5,1,23.5
168,7,0,3.5,0,24.38
169,7,0,3.5,1,28.86
170,7,0,3.5,0,29.86
171,7,0,3.5,1,27.0
172,7,0,3.5,0,27.88
173,7,0,3.5,1,28.75
174,7,0,3.5,0,33.86
175,7,0,3.5,0,34.86
176,7,0,3.5,0,31.38
177,7,0,3.5,0,32.25
178,7,0,3.5,1,33.12
179,7,0,3.5,0,34.0
180,7,0,3.5,0,34.88
181,6,0,3.0,0,30.0
182,5,1,2.0,0,25.25
183,4,1,1.5,0,20.5
184,3,1,1.0,0,17.86
185,2,1,0.5,0,12.29
186,1,1,0.0,0,5.75
187,0,1,0.5,0,0.86
188,0,1,0.5,0,1.0
189,0,2,1.0,1,1.5
190,0,2,1.0,0,1.83
191,0,2,1.0,1,1.86
192,0,2,1.0,0,2.14
193,0,3,1.5,1,3.0
194,0,3,1.5,0,3.0
195,0,3,1.5,1,4.0
196,0,4,2.0,0,3.86
197,0,3,1.5,1,4.29
198,0,4,2.0,1,4.86
199,0,4,2.0,0,5.43
200,0,5,2.5,1,6.14
201,0,5,2.5,0,6.86
202,0,5,2.5,1,7.57
203,0,5,2.5,0,8.29
204,0,5,2.5,1,9.0
205,0,5,2.5,0,9.71
206,0,5,2.5,1,10.43
207,0,5,2.5,0,11.14
208,0,5,2.5,1,11.86
209,0,5,2.5,0,12.57
210,0,5,2.5,1,13.29
211,0,5,2.5,0,14.0
212,0,5,2.5,1,14.71
213,0,5,2.5,0,15.43
214,0,5,2.5,1,16.14
215,0,5,2.5,0,16.86
216,0,5,2.5,1,17.57
217,0,5,2.5,0,18.29
218,0,5,2.5,1,19.0
219,0,5,2.5,1,19.71
220,0,5,2.5,0,20.43
221,0,5,2.5,1,21.14
222,0,5,2.5,0,21.86
223,0,5,2.5,1,22.57
224,0,5,2.5,0,20.38
225,0,5,2.5,1,18.67
226,0,4,2.0,0,16.0
227,0,3,1.5,1,10.33
228,1,2,0.5,0,6.78
229,2,1,0.5,0,3.67
230,2,0,1.0,0,0.56
231,3,0,1.5,0,0.89
232,3,0,1.5,1,1.22
233,4,0,2.0,0,1.5
234,4,0,2.0,1,2.11
235,5,0,2.5,0,2.67
236,6,0,3.0,1,3.33
237,7,0,3.5,0,4.11
238,7,0,3.5,0,4.89
239,7,0,3.5,1,5.67
240,7,0,3.5,1,6.44
241,7,0,3.5,0,7.22
242,7,0,3.5,1,8.0
243,7,0,3.5,0,9.88
244,7,0,3.5,1,9.56
245,7,0,3.5,0,11.62
246,7,0,3.5,1,11.11
247,7,0,3.5,0,13.38
248,7,0,3.5,1,12.67
249,7,0,3.5,1,15.12
250,7,0,3.5,0,14.22
251,7,0,3.5,1,16.88
252,7,0,3.5,0,15.78
253,7,0,3.5,0,18.62
254,7,0,3.5,1,17.33
255,7,0,3.5,1,20.38
256,7,0,3.5,0,18.89
257,7,0,3.5,1,22.12
258,7,0,3.5,0,23.0
259,7,0,3.5,0,27.29
260,7,0,3.5,1,28.29
261,7,0,3.5,0,25.62
262,7,0,3.5,1,26.5
263,7,0,3.5,1,27.38
264,7,0,3.5,0,32.29
265,7,0,3.5,0,33.29
266,7,0,3.5,0,30.0
267,7,0,3.5,0,30.88
268,7,0,3.5,1,31.75
269,7,0,3.5,0,32.62
270,7,0,3.5,0,33.5
271,6,2,2.0,0,29.0
272,5,1,2.0,0,24.38
273,4,1,1.5,0,19.75
274,3,1,1.0,0,17.29
275,2,1,0.5,0,12.0
276,1,1,0.0,0,5.75
277,0,1,0.5,0,1.0
278,0,1,0.5,0,1.33
279,0,2,1.0,1,1.67
280,0,2,1.0,0,2.4
281,0,3,1.5,1,2.0
282,0,3,1.5,1,2.83
283,0,3,1.5,0,3.33
284,0,3,1.5,1,3.83
285,0,3,1.5,0,4.33
286,0,5,2.5,1,4.29
287,0,4,2.0,0,4.86
288,0,4,2.0,1,4.75
289,0,4,2.0,0,6.0
290,0,5,2.5,1,5.88
291,0,5,2.5,0,7.43
292,0,5,2.5,1,8.14
293,0,5,2.5,0,8.86
294,0,5,2.5,0,9.57
295,0,5,2.5,1,10.29
296,0,5,2.5,0,11.0
297,0,5,2.5,1,11.71
298,0,5,2.5,1,12.43
299,0,5,2.5,0,13.14
300,0,5,2.5,1,13.86
301,0,5,2.5,0,14.57
302,0,5,2.5,1,15.29
303,0,5,2.5,0,16.0
304,0,5,2.5,1,16.71
305,0,5,2.5,1,17.43
306,0,5,2.5,0,18.14
307,0,5,2.5,0,18.86
308,0,5,2.5,1,19.57
309,0,5,2.5,0,20.29
310,0,5,2.5,1,21.0
311,0,5,2.5,0,21.71
312,0,5,2.5,1,22.43
313,0,5,2.5,0,23.14
314,0,5,2.5,1,20.88
315,0,5,2.5,0,19.11
316,0,4,2.0,1,16.38
317,0,3,1.5,0,10.67
318,1,2,0.5,1,7.0
319,1,1,0.0,0,3.56
320,2,0,1.0,0,0.44
321,2,0,1.0,0,0.67
322,3,0,1.5,0,1.0
323,4,0,2.0,1,1.3
324,5,0,2.5,0,2.0
325,5,0,2.5,1,2.56
326,6,0,3.0,1,3.22
327,6,0,3.0,0,3.89
328,7,0,3.5,0,4.67
329,7,0,3.5,1,5.44
330,7,0,3.5,1,6.22
331,7,0,3.5,0,7.0
332,7,0,3.5,1,7.78
333,7,0,3.5,0,8.56
334,7,0,3.5,1,9.33
335,7,0,3.5,0,11.38
336,7,0,3.5,1,10.89
337,7,0,3.5,0,13.12
338,7,0,3.5,1,12.44
339,7,0,3.5,1,14.88
340,7,0,3.5,0,14.0
341,7,0,3.5,1,16.62
342,7,0,3.5,0,15.56
343,7,0,3.5,1,18.38
344,7,0,3.5,0,17.11
345,7,0,3.5,1,20.12
346,7,0,3.5,0,18.67
347,7,0,3.5,1,21.88
348,7,0,3.5,0,22.75
349,7,0,3.5,1,27.0
350,7,0,3.5,0,28.0
351,7,0,3.5,1,25.38
352,7,0,3.5,0,26.25
353,7,0,3.5,1,27.12
354,7,0,3.5,0,32.0
355,7,0,3.5,0,33.0
356,7,0,3.5,0,29.75
357,7,0,3.5,0,30.62
358,7,0,3.5,1,31.5
359,7,0,3.5,0,32.38
360,7,0,3.5,0,33.25
361,6,0,3.0,0,28.62
362,5,0,2.5,0,24.0
363,4,1,1.5,0,19.5
364,3,1,1.0,0,17.0
365,2,1,0.5,0,11.57
366,1,1,0.0,0,5.38
367,0,1,0.5,0,0.71
368,0,1,0.5,0,0.86
369,0,2,1.0,1,1.33
370,0,2,1.0,0,1.67
371,0,3,1.5,1,1.71
372,0,3,1.5,0,2.14
373,0,3,1.5,1,3.0
374,0,3,1.5,0,3.5
375,0,3,1.5,1,4.0
376,0,4,2.0,0,3.86
377,0,4,2.0,1,4.43
378,0,4,2.0,1,5.0
379,0,4,2.0,0,5.57
380,0,5,2.5,1,6.29
381,0,5,2.5,0,7.0
382,0,5,2.5,1,7.71
383,0,5,2.5,0,8.43
384,0,5,2.5,1,9.14
385,0,5,2.5,0,9.86
386,0,5,2.5,1,10.57
387,0,5,2.5,1,11.29
388,0,5,2.5,0,10.5
389,0,5,2.5,1,12.71
390,0,5,2.5,0,11.75
391,0,5,2.5,1,14.14
392,0,5,2.5,0,13.0
393,0,5,2.5,0,15.57
394,0,5,2.5,0,16.29
395,0,5,2.5,1,17.0
396,0,5,2.5,0,17.71
397,0,5,2.5,1,18.43
398,0,5,2.5,1,19.14
399,0,5,2.5,0,19.86
400,0,5,2.5,1,20.57
401,0,5,2.5,0,21.29
402,0,5,2.5,1,22.0
403,0,5,2.5,0,22.71
404,0,5,2.5,1,20.5
405,0,5,2.5,1,18.78
406,0,4,2.0,0,16.25
407,0,3,1.5,1,10.56
408,1,2,0.5,0,6.89
409,1,1,0.0,0,3.56
410,2,0,1.0,0,0.44
411,3,0,1.5,0,0.78
412,3,0,1.5,1,1.11
413,4,0,2.0,0,1.56
414,4,0,2.0,1,2.0
415,5,0,2.5,0,2.56
416,6,0,3.0,1,3.22
417,6,0,3.0,0,3.89
418,7,0,3.5,1,5.25
419,7,0,3.5,0,5.44
420,7,0,3.5,0,7.0
421,7,0,3.5,1,7.0
422,7,0,3.5,1,8.75
423,7,0,3.5,0,8.56
424,7,0,3.5,1,10.5
425,7,0,3.5,0,10.11
426,7,0,3.5,1,12.25
427,7,0,3.5,0,11.67
428,7,0,3.5,1,14.0
429,7,0,3.5,0,13.22
430,7,0,3.5,0,15.75
431,7,0,3.5,1,14.78
432,7,0,3.5,0,17.5
433,7,0,3.5,1,16.33
434,7,0,3.5,0,19.25
435,7,0,3.5,1,17.89
436,7,0,3.5,1,21.0
437,7,0,3.5,0,19.44
438,7,0,3.5,1,22.75
439,7,0,3.5,0,23.62
440,7,0,3.5,0,28.0
441,7,0,3.5,1,25.38
442,7,0,3.5,0,26.25
443,7,0,3.5,1,27.12
444,7,0,3.5,0,32.0
445,7,0,3.5,1,33.0
446,7,0,3.5,0,29.75
447,7,0,3.5,0,30.62
448,7,0,3.5,1,31.5
449,7,0,3.5,0,32.38
450,7,0,3.5,0,33.25
451,6,0,3.0,0,28.62
452,5,1,2.0,0,24.12
453,4,1,1.5,0,19.5
454,3,1,1.0,0,17.0
455,2,1,0.5,0,11.71
456,1,1,0.0,0,6.29
457,0,1,0.5,0,0.86
458,0,2,1.0,0,1.33
459,0,2,1.0,1,1.67
460,0,2,1.0,0,2.4
461,0,4,2.0,1,2.14
462,0,3,1.5,1,3.0
463,0,3,1.5,0,3.0
464,0,3,1.5,1,4.0
465,0,3,1.5,0,3.86
466,0,4,2.0,1,4.29
467,0,4,2.0,0,4.25
468,0,4,2.0,0,5.43
469,0,4,2.0,0,5.25
470,0,5,2.5,1,6.71
471,0,5,2.5,1,6.5
