episode,scenario,total_reward,avg_queue,avg_wait,total_throughput
1,route_we_100_ns_100.rou.xml,23.35149502930039,1.1944444444444444,18.583333333333332,92
26,route_we_100_ns_100.rou.xml,39.3017087348269,0.8070175438596491,7.385964912280702,97
51,route_we_100_ns_100.rou.xml,45.18002917307785,0.8088235294117647,8.647058823529411,93
76,route_we_100_ns_100.rou.xml,55.52480548250165,0.7236842105263158,4.684210526315789,97
1,route_we_100_ns_100.rou.xml,15.241594916172872,1.7096774193548387,30.387096774193548,93
26,route_we_100_ns_100.rou.xml,42.52590965803478,0.9032258064516129,8.14516129032258,99
51,route_we_100_ns_100.rou.xml,52.71739417484207,0.75,5.236111111111111,97
76,route_we_100_ns_100.rou.xml,52.91944120097053,0.7808219178082192,4.8493150684931505,94
101,route_we_100_ns_100.rou.xml,52.30350749879053,0.7777777777777778,5.541666666666667,99
126,route_we_100_ns_100.rou.xml,55.52480548250165,0.7236842105263158,4.684210526315789,97
151,route_we_100_ns_100.rou.xml,48.22599950529445,1.0746268656716418,8.104477611940299,98
176,route_we_100_ns_100.rou.xml,48.44039561894577,0.9571428571428572,8.657142857142857,95
201,route_we_100_ns_100.rou.xml,53.61715427902124,0.8513513513513513,5.486486486486487,100
226,route_we_100_ns_100.rou.xml,49.088831112614635,0.8382352941176471,5.955882352941177,96
251,route_we_100_ns_100.rou.xml,55.195033847317895,0.75,5.407894736842105,96
276,route_we_100_ns_100.rou.xml,51.71123399936709,0.7972972972972973,8.121621621621621,95
301,route_we_100_ns_100.rou.xml,55.03081779193999,0.881578947368421,6.171052631578948,97
326,route_we_100_ns_100.rou.xml,52.47450884104312,0.7638888888888888,5.75,99
351,route_we_100_ns_100.rou.xml,54.835665724543624,1.013157894736842,7.078947368421052,97
376,route_we_100_ns_100.rou.xml,45.90518058571684,0.696969696969697,6.636363636363637,98
401,route_we_100_ns_100.rou.xml,50.37139947110158,0.75,5.944444444444445,96
426,route_we_100_ns_100.rou.xml,53.650582006540326,0.9054054054054054,6.797297297297297,98
451,route_we_100_ns_100.rou.xml,52.111269101636545,0.8472222222222222,5.722222222222222,98
476,route_we_100_ns_100.rou.xml,54.75766666302917,0.6933333333333334,4.693333333333333,97
1,route_we_100_ns_100.rou.xml,11.128333333333334,1.8857142857142857,38.02857142857143,93
26,route_we_100_ns_100.rou.xml,35.78166666666668,1.1090909090909091,10.872727272727273,97
51,route_we_100_ns_100.rou.xml,50.70166666666668,0.7361111111111112,6.347222222222222,96
76,route_we_100_ns_100.rou.xml,49.795000000000016,0.9324324324324325,7.905405405405405,96
101,route_we_100_ns_100.rou.xml,48.06500000000003,0.704225352112676,6.464788732394366,100
126,route_we_100_ns_100.rou.xml,53.68000000000003,0.9342105263157895,6.4605263157894735,97
151,route_we_100_ns_100.rou.xml,49.153333333333336,1.0571428571428572,7.614285714285714,96
176,route_we_100_ns_100.rou.xml,42.74666666666668,1.0735294117647058,11.676470588235293,95
201,route_we_100_ns_100.rou.xml,48.00666666666667,0.8235294117647058,5.779411764705882,94
226,route_we_100_ns_100.rou.xml,52.68000000000003,0.7297297297297297,4.864864864864865,95
251,route_we_100_ns_100.rou.xml,53.9866666666667,0.7763157894736842,5.2105263157894735,95
276,route_we_100_ns_100.rou.xml,50.81833333333333,0.8888888888888888,6.583333333333333,96
301,route_we_100_ns_100.rou.xml,47.74,0.9117647058823529,7.014705882352941,93
326,route_we_100_ns_100.rou.xml,46.97833333333334,0.9285714285714286,8.4,93
351,route_we_100_ns_100.rou.xml,47.77166666666669,0.8732394366197183,8.873239436619718,98
376,route_we_100_ns_100.rou.xml,45.74166666666666,0.8088235294117647,7.205882352941177,96
401,route_we_100_ns_100.rou.xml,48.82666666666669,0.8115942028985508,5.144927536231884,95
426,route_we_100_ns_100.rou.xml,49.490000000000016,0.8285714285714286,5.485714285714286,96
451,route_we_100_ns_100.rou.xml,48.52500000000001,0.8888888888888888,7.375,98
476,route_we_100_ns_100.rou.xml,49.36166666666668,0.7857142857142857,6.557142857142857,96
1,route_we_100_ns_100.rou.xml,7.841666666666667,1.8181818181818181,36.15151515151515,94
26,route_we_100_ns_100.rou.xml,29.589999999999996,1.1607142857142858,21.267857142857142,88
51,route_we_100_ns_100.rou.xml,46.41333333333334,0.8939393939393939,7.0606060606060606,96
76,route_we_100_ns_100.rou.xml,54.05833333333335,0.8157894736842105,5.105263157894737,97
101,route_we_100_ns_100.rou.xml,52.44333333333335,0.8513513513513513,5.486486486486487,100
126,route_we_100_ns_100.rou.xml,50.80833333333334,0.7777777777777778,6.222222222222222,95
151,route_we_100_ns_100.rou.xml,49.418333333333344,0.8428571428571429,6.4714285714285715,96
176,route_we_100_ns_100.rou.xml,54.23666666666669,0.7236842105263158,4.684210526315789,97
201,route_we_100_ns_100.rou.xml,50.24666666666667,0.8169014084507042,5.380281690140845,94
226,route_we_100_ns_100.rou.xml,49.58166666666667,0.8,5.585714285714285,96
