Step,Queue_West_East,Queue_North_South,Queue_SD,Throughput_Step,Avg_Waiting_Time
1,0,0,0.0,0,0.0
2,0,0,0.0,0,0.0
3,0,0,0.0,0,0.0
4,0,0,0.0,0,0.0
5,0,0,0.0,0,0.0
6,0,1,0.5,0,1.0
7,0,1,0.5,0,2.0
8,0,1,0.5,0,3.0
9,0,1,0.5,0,4.0
10,0,1,0.5,1,5.0
11,0,2,1.0,0,2.0
12,0,1,0.5,0,2.33
13,0,1,0.5,0,2.67
14,0,1,0.5,0,3.0
15,0,1,0.5,0,5.0
16,0,1,0.5,0,5.5
17,0,1,0.5,0,6.0
18,0,2,1.0,0,7.0
19,0,2,1.0,0,8.0
20,0,2,1.0,1,9.0
21,0,3,1.5,0,5.0
22,0,2,1.0,0,5.5
23,0,2,1.0,0,6.0
24,0,2,1.0,0,6.5
25,0,2,1.0,0,9.33
26,0,2,1.0,0,10.0
27,0,2,1.0,0,10.67
28,0,3,1.5,0,11.67
29,0,3,1.5,0,12.67
30,0,3,1.5,1,13.67
31,0,4,2.0,0,8.8
32,0,3,1.5,0,9.4
33,0,3,1.5,0,10.0
34,0,3,1.5,0,10.6
35,0,3,1.5,0,14.0
36,0,4,2.0,0,15.0
37,0,4,2.0,0,16.0
38,0,4,2.0,0,17.0
39,0,4,2.0,0,18.0
40,0,4,2.0,1,19.0
41,0,5,2.5,0,13.33
42,0,4,2.0,0,14.0
43,0,4,2.0,0,14.67
44,0,4,2.0,0,15.33
45,0,4,2.0,0,16.0
46,0,4,2.0,0,12.0
47,1,3,1.0,0,7.0
48,1,2,0.5,0,3.6
49,1,1,0.0,0,1.75
50,1,0,0.5,0,1.0
51,2,0,1.0,0,1.0
52,1,0,0.5,1,1.5
53,1,0,0.5,0,1.75
54,1,0,0.5,1,2.0
55,1,0,0.5,0,2.25
56,1,0,0.5,0,3.33
57,1,0,0.5,1,3.67
58,1,0,0.5,1,6.0
59,1,0,0.5,0,6.5
60,1,0,0.5,1,7.0
61,3,0,1.5,0,4.0
62,2,0,1.0,1,4.5
63,2,0,1.0,0,5.0
64,2,0,1.0,0,7.33
65,2,0,1.0,0,8.0
66,2,0,1.0,0,8.67
67,2,0,1.0,0,9.33
68,2,0,1.0,1,10.0
69,3,0,1.5,0,11.0
70,3,0,1.5,0,12.0
71,4,0,2.0,0,7.8
72,3,0,1.5,0,8.4
73,3,0,1.5,0,9.0
74,3,0,1.5,0,12.0
75,3,0,1.5,0,12.75
76,3,0,1.5,0,13.5
77,3,0,1.5,0,14.25
78,3,0,1.5,1,15.0
79,4,0,2.0,0,16.0
80,4,0,2.0,0,17.0
81,5,0,2.5,0,12.0
82,4,0,2.0,0,12.67
83,4,0,2.0,0,13.33
84,4,0,2.0,0,16.8
85,4,0,2.0,0,17.6
86,4,0,2.0,0,18.4
87,4,0,2.0,0,19.2
88,5,0,2.5,1,20.2
89,5,0,2.5,0,21.2
90,5,0,2.5,0,22.2
91,5,0,2.5,0,11.83
92,3,0,1.5,0,7.17
93,2,0,1.0,0,3.5
94,1,0,0.5,0,1.4
95,0,0,0.0,0,0.0
96,0,0,0.0,0,0.0
97,0,0,0.0,0,0.0
98,0,1,0.5,0,0.25
99,0,1,0.5,1,0.67
100,0,1,0.5,0,1.0
101,0,2,1.0,1,1.0
102,0,1,0.5,1,1.25
103,0,1,0.5,0,2.0
104,0,1,0.5,0,2.33
105,0,1,0.5,1,2.67
106,0,1,0.5,0,4.5
107,0,1,0.5,1,5.0
108,0,1,0.5,0,5.5
109,0,2,1.0,1,6.5
110,0,2,1.0,0,7.5
111,0,3,1.5,1,4.25
112,0,2,1.0,0,4.75
113,0,2,1.0,0,5.25
114,0,2,1.0,0,5.75
115,0,2,1.0,0,8.33
116,0,2,1.0,0,9.0
117,0,2,1.0,0,9.67
118,0,2,1.0,0,10.33
119,0,3,1.5,0,11.33
120,0,3,1.5,1,12.33
121,0,4,2.0,0,8.0
122,0,3,1.5,0,8.6
123,0,3,1.5,0,9.2
124,0,3,1.5,0,9.8
125,0,3,1.5,0,10.4
126,0,4,2.0,0,14.0
127,0,4,2.0,0,15.0
128,0,4,2.0,0,16.0
129,0,4,2.0,0,17.0
130,0,4,2.0,0,18.0
131,0,5,2.5,0,12.67
132,0,4,2.0,1,13.33
133,0,4,2.0,0,14.0
134,0,4,2.0,0,14.67
135,0,5,2.5,0,15.5
136,0,4,2.0,0,11.8
137,0,3,1.5,0,6.8
138,1,2,0.5,0,3.6
139,1,1,0.0,0,1.75
140,1,0,0.5,0,0.75
141,2,0,1.0,0,0.8
142,1,0,0.5,0,1.25
143,1,0,0.5,1,1.2
144,1,0,0.5,0,1.75
145,1,0,0.5,1,2.0
146,1,0,0.5,0,3.0
147,1,0,0.5,1,3.33
148,1,0,0.5,0,5.5
149,1,0,0.5,1,6.0
150,2,0,1.0,0,7.0
151,3,0,1.5,1,4.0
152,2,0,1.0,1,4.5
153,2,0,1.0,0,5.0
154,2,0,1.0,0,7.33
155,2,0,1.0,0,8.0
156,2,0,1.0,0,8.67
157,2,0,1.0,0,9.33
158,2,0,1.0,1,10.0
159,3,0,1.5,0,11.0
160,3,0,1.5,0,12.0
161,4,0,2.0,0,7.8
162,3,0,1.5,0,8.4
163,3,0,1.5,0,9.0
164,3,0,1.5,0,12.0
165,3,0,1.5,0,12.75
166,3,0,1.5,0,13.5
167,3,0,1.5,0,14.25
168,3,0,1.5,1,15.0
169,4,0,2.0,0,16.0
170,4,0,2.0,0,17.0
171,5,0,2.5,0,12.0
172,4,0,2.0,0,12.67
173,4,0,2.0,0,13.33
174,4,0,2.0,0,16.8
175,4,0,2.0,0,17.6
176,4,0,2.0,0,18.4
177,5,0,2.5,0,19.4
178,5,0,2.5,1,20.4
179,5,0,2.5,0,21.4
180,5,0,2.5,0,22.4
181,5,0,2.5,0,12.17
182,3,0,1.5,0,7.33
183,2,0,1.0,0,3.67
184,1,0,0.5,0,1.6
185,1,0,0.5,0,0.2
186,0,0,0.0,0,0.0
187,0,1,0.5,0,0.25
188,0,1,0.5,0,0.5
189,0,1,0.5,1,1.0
190,0,1,0.5,0,1.33
191,0,2,1.0,1,1.25
192,0,1,0.5,0,1.5
193,0,1,0.5,1,2.33
194,0,1,0.5,0,2.67
195,0,1,0.5,1,4.5
196,0,1,0.5,1,5.0
197,0,1,0.5,0,5.5
198,0,1,0.5,1,6.0
199,0,2,1.0,0,7.0
200,0,2,1.0,0,8.0
201,0,3,1.5,1,4.5
202,0,2,1.0,0,5.0
203,0,2,1.0,0,5.5
204,0,2,1.0,0,6.0
205,0,2,1.0,0,8.67
206,0,2,1.0,0,9.33
207,0,2,1.0,0,10.0
208,0,2,1.0,0,10.67
209,0,3,1.5,0,11.67
210,0,3,1.5,1,12.67
211,0,4,2.0,0,8.2
212,0,3,1.5,0,8.8
213,0,3,1.5,0,9.4
214,0,3,1.5,0,10.0
215,0,3,1.5,0,13.25
216,0,4,2.0,0,14.25
217,0,4,2.0,0,15.25
218,0,4,2.0,0,16.25
219,0,4,2.0,0,17.25
220,0,4,2.0,1,18.25
221,0,5,2.5,0,12.83
222,0,4,2.0,0,13.5
223,0,4,2.0,0,14.17
224,0,4,2.0,0,14.83
225,0,5,2.5,0,15.67
226,0,4,2.0,0,11.8
227,1,3,1.0,0,7.0
228,1,2,0.5,0,3.8
229,1,1,0.0,0,1.6
230,1,0,0.5,0,1.0
231,2,0,1.0,0,1.0
232,1,0,0.5,1,1.5
233,1,0,0.5,0,1.75
234,1,0,0.5,0,2.0
235,1,0,0.5,1,2.25
236,1,0,0.5,0,2.5
237,1,0,0.5,1,3.67
238,1,0,0.5,0,6.0
239,1,0,0.5,1,6.5
240,2,0,1.0,0,7.5
241,3,0,1.5,1,4.25
242,2,0,1.0,0,4.75
243,2,0,1.0,1,5.25
244,2,0,1.0,0,7.67
245,2,0,1.0,0,8.33
246,2,0,1.0,0,9.0
247,2,0,1.0,0,9.67
248,2,0,1.0,0,10.33
249,2,0,1.0,1,11.0
250,3,0,1.5,0,12.0
251,4,0,2.0,0,7.8
252,3,0,1.5,0,8.4
253,3,0,1.5,0,9.0
254,3,0,1.5,0,12.0
255,3,0,1.5,0,12.75
256,3,0,1.5,0,13.5
257,3,0,1.5,0,14.25
258,4,0,2.0,1,15.25
259,4,0,2.0,0,16.25
260,4,0,2.0,0,17.25
261,5,0,2.5,0,12.17
262,4,0,2.0,0,12.83
263,4,0,2.0,0,13.5
264,4,0,2.0,0,17.0
265,4,0,2.0,0,17.8
266,4,0,2.0,0,18.6
267,4,0,2.0,0,19.4
268,5,0,2.5,1,20.4
269,5,0,2.5,0,21.4
270,5,0,2.5,0,22.4
271,5,0,2.5,0,12.0
272,3,0,1.5,0,7.17
273,2,0,1.0,0,3.67
274,1,0,0.5,0,1.4
275,0,0,0.0,0,0.0
276,0,0,0.0,0,0.0
277,0,1,0.5,0,0.25
278,0,1,0.5,0,0.5
279,0,1,0.5,1,1.0
280,0,1,0.5,0,1.33
281,0,2,1.0,1,1.25
282,0,1,0.5,0,1.5
283,0,1,0.5,1,2.33
284,0,1,0.5,0,2.67
285,0,1,0.5,1,3.0
286,0,1,0.5,0,5.0
287,0,1,0.5,1,5.5
288,0,1,0.5,1,6.0
289,0,1,0.5,0,6.5
290,0,2,1.0,0,7.5
291,0,3,1.5,1,4.25
292,0,2,1.0,0,4.75
293,0,2,1.0,0,5.25
294,0,2,1.0,0,5.75
295,0,2,1.0,0,8.33
296,0,2,1.0,0,9.0
297,0,2,1.0,0,9.67
298,0,3,1.5,0,10.67
299,0,3,1.5,0,11.67
300,0,3,1.5,1,12.67
301,0,4,2.0,0,8.2
302,0,3,1.5,0,8.8
303,0,3,1.5,0,9.4
304,0,3,1.5,0,10.0
305,0,3,1.5,0,13.25
306,0,4,2.0,0,14.25
307,0,4,2.0,0,15.25
308,0,4,2.0,0,16.25
309,0,4,2.0,0,17.25
310,0,4,2.0,1,18.25
311,0,5,2.5,0,12.83
312,0,4,2.0,0,13.5
313,0,4,2.0,0,14.17
314,0,5,2.5,0,15.0
315,0,5,2.5,0,15.83
316,0,4,2.0,0,12.0
317,0,3,1.5,0,7.2
318,0,2,1.0,0,3.6
319,1,1,0.0,0,1.75
320,1,0,0.5,0,0.5
321,2,0,1.0,0,0.6
322,1,0,0.5,1,1.0
323,1,0,0.5,0,1.25
324,1,0,0.5,1,1.5
325,1,0,0.5,0,1.75
326,1,0,0.5,1,2.67
327,1,0,0.5,0,3.0
328,1,0,0.5,1,5.0
329,1,0,0.5,0,5.5
330,1,0,0.5,1,6.0
331,3,0,1.5,0,3.5
332,2,0,1.0,1,4.0
333,2,0,1.0,0,4.5
334,2,0,1.0,0,6.67
335,2,0,1.0,0,7.33
336,2,0,1.0,0,8.0
337,2,0,1.0,0,8.67
338,2,0,1.0,0,9.33
339,3,0,1.5,1,10.33
340,3,0,1.5,0,11.33
341,4,0,2.0,0,7.4
342,3,0,1.5,0,8.0
343,3,0,1.5,0,8.6
344,3,0,1.5,0,11.5
345,3,0,1.5,0,12.25
346,3,0,1.5,0,13.0
347,3,0,1.5,0,13.75
348,3,0,1.5,1,14.5
349,4,0,2.0,0,15.5
350,4,0,2.0,0,16.5
351,5,0,2.5,0,11.67
352,4,0,2.0,0,12.33
353,4,0,2.0,0,13.0
354,4,0,2.0,0,16.4
355,4,0,2.0,0,17.2
356,4,0,2.0,0,18.0
357,4,0,2.0,0,18.8
358,4,0,2.0,1,19.6
359,5,0,2.5,0,20.6
360,5,0,2.5,0,21.6
361,5,0,2.5,0,11.67
362,3,0,1.5,0,7.0
363,2,0,1.0,0,3.33
364,1,0,0.5,0,1.0
365,0,0,0.0,0,0.0
366,0,0,0.0,0,0.0
367,0,0,0.0,0,0.0
368,0,1,0.5,0,0.25
369,0,1,0.5,1,0.67
370,0,1,0.5,0,1.0
371,0,2,1.0,1,1.0
372,0,1,0.5,0,1.25
373,0,1,0.5,1,2.0
374,0,1,0.5,0,2.33
375,0,1,0.5,1,4.0
376,0,1,0.5,0,4.5
377,0,1,0.5,1,5.0
378,0,2,1.0,0,6.0
379,0,2,1.0,1,7.0
380,0,2,1.0,0,8.0
381,0,3,1.5,1,4.5
382,0,2,1.0,0,5.0
383,0,2,1.0,0,5.5
384,0,2,1.0,0,6.0
385,0,2,1.0,0,8.67
386,0,2,1.0,0,9.33
387,0,2,1.0,0,10.0
388,0,2,1.0,0,10.67
389,0,3,1.5,0,11.67
390,0,3,1.5,1,12.67
391,0,4,2.0,0,8.2
392,0,3,1.5,0,8.8
393,0,3,1.5,0,9.4
394,0,3,1.5,0,10.0
395,0,3,1.5,0,13.25
396,0,3,1.5,0,14.0
397,0,4,2.0,0,15.0
398,0,4,2.0,0,16.0
399,0,4,2.0,0,17.0
400,0,4,2.0,1,18.0
401,0,5,2.5,0,12.67
402,0,4,2.0,0,13.33
403,0,4,2.0,0,14.0
404,0,4,2.0,0,14.67
405,0,5,2.5,0,15.5
406,0,4,2.0,0,11.8
407,0,3,1.5,0,6.6
408,0,2,1.0,0,3.2
409,1,1,0.0,0,1.5
410,1,0,0.5,0,0.5
411,2,0,1.0,0,0.75
412,1,0,0.5,1,1.0
413,1,0,0.5,0,1.25
414,1,0,0.5,1,1.5
415,1,0,0.5,0,1.75
416,1,0,0.5,1,2.67
417,1,0,0.5,0,3.0
418,1,0,0.5,1,5.0
419,2,0,1.0,0,6.0
420,2,0,1.0,1,7.0
421,3,0,1.5,0,4.0
422,2,0,1.0,1,4.5
423,2,0,1.0,0,5.0
424,2,0,1.0,0,7.33
425,2,0,1.0,0,8.0
426,2,0,1.0,0,8.67
427,2,0,1.0,0,9.33
428,3,0,1.5,1,10.33
429,3,0,1.5,0,11.33
430,3,0,1.5,0,12.33
431,4,0,2.0,0,8.0
432,3,0,1.5,0,8.6
433,3,0,1.5,0,9.2
434,3,0,1.5,0,12.25
435,3,0,1.5,0,13.0
436,3,0,1.5,0,13.75
437,3,0,1.5,0,14.5
438,4,0,2.0,1,15.5
439,4,0,2.0,0,16.5
440,4,0,2.0,0,17.5
441,5,0,2.5,0,12.33
442,4,0,2.0,0,13.0
443,4,0,2.0,0,13.67
444,4,0,2.0,0,17.2
445,4,0,2.0,0,18.0
446,4,0,2.0,0,18.8
447,4,0,2.0,0,19.6
448,5,0,2.5,1,20.6
449,5,0,2.5,0,21.6
450,5,0,2.5,0,22.6
451,5,0,2.5,0,12.5
452,3,0,1.5,0,7.5
453,2,0,1.0,0,3.67
454,1,0,0.5,0,1.4
455,0,0,0.0,0,0.0
456,0,0,0.0,0,0.0
457,0,1,0.5,0,0.25
458,0,1,0.5,0,0.5
459,0,1,0.5,1,1.0
460,0,1,0.5,0,1.33
461,0,2,1.0,1,1.25
462,0,1,0.5,0,2.0
463,0,1,0.5,1,2.33
464,0,1,0.5,0,2.67
465,0,1,0.5,1,3.0
466,0,1,0.5,1,5.0
467,0,1,0.5,0,5.5
468,0,2,1.0,1,6.5
469,0,2,1.0,0,7.5
470,0,2,1.0,0,8.5
471,0,3,1.5,0,4.75
