episode,scenario,total_reward,avg_queue,avg_wait,total_throughput
8,route_we_300_ns_600.rou.xml,14.36287071088462,3.1904761904761907,50.61904761904762,258
12,route_we_600_ns_300.rou.xml,39.660240586953584,3.2125984251968505,51.98425196850393,524
33,route_we_300_ns_600.rou.xml,23.696262608626053,2.883720930232558,31.88372093023256,268
37,route_we_600_ns_300.rou.xml,74.6330674290953,2.7857142857142856,20.982142857142858,519
58,route_we_300_ns_600.rou.xml,41.7883344064079,2.603448275862069,15.310344827586206,254
62,route_we_600_ns_300.rou.xml,50.4333593417506,3.1466666666666665,22.76,545
83,route_we_300_ns_600.rou.xml,37.36554830472407,2.709090909090909,20.30909090909091,259
87,route_we_600_ns_300.rou.xml,73.76569035069537,2.759259259259259,19.203703703703702,510
8,route_we_300_ns_600.rou.xml,14.583258581868318,3.1666666666666665,55.666666666666664,261
12,route_we_600_ns_300.rou.xml,38.63138433893151,3.1650485436893203,44.640776699029125,532
33,route_we_300_ns_600.rou.xml,26.330110108362334,2.926829268292683,25.21951219512195,274
37,route_we_600_ns_300.rou.xml,62.0321458581141,2.9207920792079207,26.10891089108911,524
58,route_we_300_ns_600.rou.xml,41.825200519440855,2.5344827586206895,15.344827586206897,253
62,route_we_600_ns_300.rou.xml,69.57875985318888,2.912621359223301,21.0,509
83,route_we_300_ns_600.rou.xml,41.825200519440855,2.5344827586206895,15.344827586206897,253
87,route_we_600_ns_300.rou.xml,67.0583894424014,2.7115384615384617,20.75,511
108,route_we_300_ns_600.rou.xml,29.222570213632768,2.6666666666666665,18.0,271
112,route_we_600_ns_300.rou.xml,46.731688437348815,3.164383561643836,26.54794520547945,548
133,route_we_300_ns_600.rou.xml,37.345311937317895,2.6545454545454548,19.618181818181817,252
137,route_we_600_ns_300.rou.xml,76.72667154097148,2.7142857142857144,15.333333333333334,521
158,route_we_300_ns_600.rou.xml,42.42204240645155,2.694915254237288,15.525423728813559,259
162,route_we_600_ns_300.rou.xml,73.86776083896245,2.745614035087719,21.36842105263158,512
183,route_we_300_ns_600.rou.xml,23.603980015350412,2.8260869565217392,31.630434782608695,276
187,route_we_600_ns_300.rou.xml,48.596379009934125,3.2054794520547945,22.91780821917808,553
208,route_we_300_ns_600.rou.xml,26.32035549686989,2.977272727272727,26.84090909090909,275
212,route_we_600_ns_300.rou.xml,51.58773712219592,2.9324324324324325,20.486486486486488,546
233,route_we_300_ns_600.rou.xml,42.357626831956516,2.6440677966101696,16.322033898305083,255
237,route_we_600_ns_300.rou.xml,48.266934753429304,3.2,25.973333333333333,546
258,route_we_300_ns_600.rou.xml,39.843995329397515,2.581818181818182,15.127272727272727,255
262,route_we_600_ns_300.rou.xml,73.46894231223926,2.7524752475247523,15.584158415841584,517
283,route_we_300_ns_600.rou.xml,37.395715158724094,2.6363636363636362,20.272727272727273,258
287,route_we_600_ns_300.rou.xml,76.21995845928325,2.740740740740741,17.685185185185187,509
308,route_we_300_ns_600.rou.xml,37.96568234810538,2.6785714285714284,19.357142857142858,259
312,route_we_600_ns_300.rou.xml,49.60007329644868,3.183098591549296,21.338028169014084,549
333,route_we_300_ns_600.rou.xml,41.734520990429644,2.586206896551724,15.689655172413794,254
337,route_we_600_ns_300.rou.xml,70.00967240306865,2.7549019607843137,17.323529411764707,517
358,route_we_300_ns_600.rou.xml,39.615463186267554,2.609375,26.0,262
362,route_we_600_ns_300.rou.xml,72.4488228917723,2.732142857142857,21.508928571428573,518
383,route_we_300_ns_600.rou.xml,29.222570213632768,2.6666666666666665,18.0,271
387,route_we_600_ns_300.rou.xml,44.925047015215824,3.2253521126760565,28.732394366197184,545
408,route_we_300_ns_600.rou.xml,41.736027296106755,2.5344827586206895,16.551724137931036,253
412,route_we_600_ns_300.rou.xml,70.67917034967685,2.7452830188679247,19.735849056603772,511
433,route_we_300_ns_600.rou.xml,36.051667630614986,2.6785714285714284,24.607142857142858,254
437,route_we_600_ns_300.rou.xml,74.03577339575357,2.7523809523809524,16.895238095238096,513
458,route_we_300_ns_600.rou.xml,29.222570213632768,2.6666666666666665,18.0,271
462,route_we_600_ns_300.rou.xml,48.63714111112324,3.2054794520547945,24.63013698630137,552
483,route_we_300_ns_600.rou.xml,41.87710095267197,2.5172413793103448,14.793103448275861,254
487,route_we_600_ns_300.rou.xml,73.74977574560498,2.814814814814815,18.185185185185187,511
8,route_we_300_ns_600.rou.xml,11.476666666666667,3.150943396226415,59.660377358490564,262
12,route_we_600_ns_300.rou.xml,24.184999999999995,3.233009708737864,50.067961165048544,535
33,route_we_300_ns_600.rou.xml,21.053333333333327,2.8,26.266666666666666,274
37,route_we_600_ns_300.rou.xml,59.998333333333356,2.9702970297029703,24.89108910891089,517
58,route_we_300_ns_600.rou.xml,34.891666666666666,2.7540983606557377,28.524590163934427,258
62,route_we_600_ns_300.rou.xml,72.62000000000008,2.75,16.259615384615383,516
83,route_we_300_ns_600.rou.xml,38.41666666666667,2.7457627118644066,20.10169491525424,256
87,route_we_600_ns_300.rou.xml,75.34666666666672,2.7685185185185186,15.694444444444445,508
108,route_we_300_ns_600.rou.xml,27.456666666666667,2.6341463414634148,19.146341463414632,272
112,route_we_600_ns_300.rou.xml,43.976666666666645,3.232876712328767,25.82191780821918,550
133,route_we_300_ns_600.rou.xml,33.58500000000001,2.8727272727272726,19.563636363636363,256
137,route_we_600_ns_300.rou.xml,73.40500000000009,2.7037037037037037,17.26851851851852,516
158,route_we_300_ns_600.rou.xml,40.57000000000001,2.5689655172413794,15.03448275862069,256
162,route_we_600_ns_300.rou.xml,73.56833333333336,2.7333333333333334,15.771428571428572,518
183,route_we_300_ns_600.rou.xml,36.71000000000001,2.6607142857142856,19.107142857142858,255
187,route_we_600_ns_300.rou.xml,66.86833333333338,2.7358490566037736,19.9811320754717,515
208,route_we_300_ns_600.rou.xml,38.263333333333335,2.603448275862069,15.879310344827585,257
212,route_we_600_ns_300.rou.xml,70.56333333333338,2.7115384615384617,17.596153846153847,511
233,route_we_300_ns_600.rou.xml,38.046666666666674,2.4827586206896552,17.482758620689655,256
237,route_we_600_ns_300.rou.xml,65.46333333333337,2.794392523364486,21.560747663551403,514
258,route_we_300_ns_600.rou.xml,38.103333333333346,2.6363636363636362,15.854545454545455,253
262,route_we_600_ns_300.rou.xml,68.11000000000004,2.8190476190476192,19.114285714285714,517
283,route_we_300_ns_600.rou.xml,40.59833333333335,2.5483870967741935,19.161290322580644,254
287,route_we_600_ns_300.rou.xml,69.72166666666672,2.8598130841121496,19.626168224299064,518
308,route_we_300_ns_600.rou.xml,37.94333333333335,2.5344827586206895,17.379310344827587,253
312,route_we_600_ns_300.rou.xml,72.21333333333337,2.6363636363636362,17.745454545454546,514
333,route_we_300_ns_600.rou.xml,38.411666666666676,2.6363636363636362,15.072727272727272,256
337,route_we_600_ns_300.rou.xml,67.42500000000003,2.8130841121495327,21.57943925233645,512
358,route_we_300_ns_600.rou.xml,40.256666666666675,2.586206896551724,15.586206896551724,253
362,route_we_600_ns_300.rou.xml,73.70000000000005,2.704761904761905,15.39047619047619,514
383,route_we_300_ns_600.rou.xml,40.32333333333334,2.5344827586206895,15.344827586206897,253
387,route_we_600_ns_300.rou.xml,72.99833333333338,2.7037037037037037,17.73148148148148,512
408,route_we_300_ns_600.rou.xml,31.973333333333343,2.69811320754717,22.660377358490567,254
412,route_we_600_ns_300.rou.xml,69.76166666666674,2.8058252427184467,16.932038834951456,517
433,route_we_300_ns_600.rou.xml,27.220000000000002,2.926829268292683,19.926829268292682,271
437,route_we_600_ns_300.rou.xml,43.6533333333333,3.130434782608696,23.27536231884058,555
458,route_we_300_ns_600.rou.xml,40.32333333333334,2.5344827586206895,15.344827586206897,253
462,route_we_600_ns_300.rou.xml,69.50000000000007,2.796116504854369,17.281553398058254,516
483,route_we_300_ns_600.rou.xml,31.398333333333348,2.6153846153846154,20.057692307692307,265
487,route_we_600_ns_300.rou.xml,62.14500000000001,2.84,23.03,515
8,route_we_300_ns_600.rou.xml,10.320000000000002,3.1147540983606556,46.59016393442623,270
12,route_we_600_ns_300.rou.xml,19.849999999999994,3.109090909090909,49.85454545454545,535
33,route_we_300_ns_600.rou.xml,29.210000000000008,2.7288135593220337,26.8135593220339,260
37,route_we_600_ns_300.rou.xml,59.168333333333344,2.941747572815534,24.359223300970875,514
58,route_we_300_ns_600.rou.xml,39.92000000000002,2.6315789473684212,14.68421052631579,255
62,route_we_600_ns_300.rou.xml,70.65833333333333,2.740740740740741,20.01851851851852,513
83,route_we_300_ns_600.rou.xml,37.96000000000001,2.603448275862069,17.56896551724138,253
87,route_we_600_ns_300.rou.xml,73.30166666666669,2.712962962962963,16.324074074074073,516
108,route_we_300_ns_600.rou.xml,27.496666666666666,2.731707317073171,18.4390243902439,271
