episode,scenario,total_reward,avg_queue,avg_wait,total_throughput
25,route_we_1200_ns_1200.rou.xml,62.75302279646871,3.171974522292994,40.732484076433124,1075
50,route_we_1200_ns_1200.rou.xml,139.74449749191555,2.826923076923077,19.447115384615383,1014
75,route_we_1200_ns_1200.rou.xml,144.55968186067497,2.7884615384615383,18.96153846153846,1027
100,route_we_1200_ns_1200.rou.xml,148.9546513235193,2.7836538461538463,16.533653846153847,1025
25,route_we_1200_ns_1200.rou.xml,81.96663356504469,3.2450331125827816,32.90066225165563,1087
50,route_we_1200_ns_1200.rou.xml,81.78973376838327,3.2706766917293235,28.721804511278197,1091
75,route_we_1200_ns_1200.rou.xml,144.39030049725187,2.824390243902439,16.78048780487805,1021
100,route_we_1200_ns_1200.rou.xml,85.62971689019363,3.251851851851852,27.748148148148147,1093
125,route_we_1200_ns_1200.rou.xml,137.71748311271656,2.883177570093458,22.588785046728972,1028
150,route_we_1200_ns_1200.rou.xml,150.64747536475434,2.7666666666666666,16.057142857142857,1032
175,route_we_1200_ns_1200.rou.xml,148.14351153646086,2.816425120772947,16.502415458937197,1031
200,route_we_1200_ns_1200.rou.xml,89.32903848882005,3.22962962962963,25.2,1091
225,route_we_1200_ns_1200.rou.xml,133.84332074744205,2.8634146341463413,21.878048780487806,1042
250,route_we_1200_ns_1200.rou.xml,148.80803132650203,2.824644549763033,17.412322274881518,1030
275,route_we_1200_ns_1200.rou.xml,139.2733002680868,2.8373205741626792,21.382775119617225,1031
300,route_we_1200_ns_1200.rou.xml,148.26455125476977,2.843601895734597,17.28436018957346,1022
325,route_we_1200_ns_1200.rou.xml,87.02653749759017,3.2962962962962963,27.08888888888889,1093
350,route_we_1200_ns_1200.rou.xml,149.62444391093848,2.8544600938967135,18.600938967136152,1029
375,route_we_1200_ns_1200.rou.xml,95.43766073383755,3.246376811594203,22.77536231884058,1094
400,route_we_1200_ns_1200.rou.xml,142.64331565488482,2.8292682926829267,18.804878048780488,1028
425,route_we_1200_ns_1200.rou.xml,145.2948803430929,2.8155339805825244,17.354368932038835,1029
450,route_we_1200_ns_1200.rou.xml,87.65851384629937,3.2222222222222223,25.555555555555557,1095
475,route_we_1200_ns_1200.rou.xml,140.77109118951225,2.8851674641148324,19.526315789473685,1025
500,route_we_1200_ns_1200.rou.xml,91.15612943825462,3.2357142857142858,25.185714285714287,1093
25,route_we_1200_ns_1200.rou.xml,65.99666666666664,3.155844155844156,36.03896103896104,1090
50,route_we_1200_ns_1200.rou.xml,137.30833333333342,2.834862385321101,21.30275229357798,1027
75,route_we_1200_ns_1200.rou.xml,142.0550000000001,2.7766990291262137,16.174757281553397,1022
100,route_we_1200_ns_1200.rou.xml,85.07333333333335,3.20863309352518,26.73381294964029,1085
125,route_we_1200_ns_1200.rou.xml,143.1883333333333,2.806603773584906,18.264150943396228,1028
150,route_we_1200_ns_1200.rou.xml,141.455,2.796116504854369,16.699029126213592,1025
175,route_we_1200_ns_1200.rou.xml,134.05666666666679,2.8215962441314555,21.774647887323944,1032
200,route_we_1200_ns_1200.rou.xml,140.7783333333334,2.784313725490196,16.09313725490196,1026
225,route_we_1200_ns_1200.rou.xml,137.21000000000004,2.8106796116504853,18.266990291262136,1031
250,route_we_1200_ns_1200.rou.xml,140.47333333333344,2.8019323671497585,17.115942028985508,1025
275,route_we_1200_ns_1200.rou.xml,140.81666666666672,2.7788461538461537,17.629807692307693,1026
300,route_we_1200_ns_1200.rou.xml,139.8083333333334,2.8309178743961354,17.753623188405797,1023
325,route_we_1200_ns_1200.rou.xml,137.6233333333334,2.8309178743961354,17.584541062801932,1030
350,route_we_1200_ns_1200.rou.xml,136.8716666666668,2.8181818181818183,19.014354066985646,1025
375,route_we_1200_ns_1200.rou.xml,137.0466666666667,2.796116504854369,18.601941747572816,1029
400,route_we_1200_ns_1200.rou.xml,135.38833333333346,2.9073170731707316,19.380487804878047,1031
425,route_we_1200_ns_1200.rou.xml,89.63000000000001,3.2275862068965515,24.413793103448278,1094
450,route_we_1200_ns_1200.rou.xml,135.4666666666667,2.8480392156862746,18.70098039215686,1036
475,route_we_1200_ns_1200.rou.xml,130.93000000000004,2.896551724137931,20.99014778325123,1032
500,route_we_1200_ns_1200.rou.xml,141.48333333333343,2.8142857142857145,18.623809523809523,1028
25,route_we_1200_ns_1200.rou.xml,89.37500000000003,3.193939393939394,30.32121212121212,1079
50,route_we_1200_ns_1200.rou.xml,133.4833333333334,2.8708133971291865,19.63157894736842,1030
75,route_we_1200_ns_1200.rou.xml,129.0333333333334,2.892682926829268,21.609756097560975,1034
100,route_we_1200_ns_1200.rou.xml,88.50166666666664,3.321167883211679,24.45985401459854,1094
125,route_we_1200_ns_1200.rou.xml,143.4600000000002,2.875598086124402,16.928229665071772,1028
150,route_we_1200_ns_1200.rou.xml,85.87833333333333,3.2330827067669174,23.736842105263158,1093
175,route_we_1200_ns_1200.rou.xml,139.48333333333335,2.8190476190476192,19.00952380952381,1031
