episode,scenario,total_reward,avg_queue,avg_wait,total_throughput
4,route_we_100_ns_900.rou.xml,18.425352750526535,1.3421052631578947,28.763157894736842,87
16,route_we_900_ns_100.rou.xml,74.5651150736057,3.183574879227053,43.231884057971016,775
29,route_we_100_ns_900.rou.xml,41.76421278159114,0.9508196721311475,8.918032786885245,94
41,route_we_900_ns_100.rou.xml,119.53502442608712,2.9583333333333335,24.916666666666668,768
54,route_we_100_ns_900.rou.xml,47.91190949070793,0.8840579710144928,8.478260869565217,95
66,route_we_900_ns_100.rou.xml,106.79989905824075,2.8205128205128207,20.006410256410255,772
79,route_we_100_ns_900.rou.xml,49.259801172015685,0.8591549295774648,8.140845070422536,94
91,route_we_900_ns_100.rou.xml,109.16329575753618,2.7435897435897436,18.615384615384617,767
4,route_we_100_ns_900.rou.xml,22.483836768990685,1.3170731707317074,20.804878048780488,95
16,route_we_900_ns_100.rou.xml,49.00638752177981,3.2517985611510793,48.589928057553955,812
29,route_we_100_ns_900.rou.xml,38.061340943068835,1.0,12.542372881355933,95
41,route_we_900_ns_100.rou.xml,110.93147182178959,3.1530054644808745,26.48633879781421,782
54,route_we_100_ns_900.rou.xml,52.15344311431701,0.8472222222222222,6.805555555555555,96
66,route_we_900_ns_100.rou.xml,66.4342798214695,3.303030303030303,23.151515151515152,822
79,route_we_100_ns_900.rou.xml,51.10940558944532,0.971830985915493,6.76056338028169,94
91,route_we_900_ns_100.rou.xml,69.36257625195064,3.233009708737864,24.368932038834952,815
104,route_we_100_ns_900.rou.xml,48.171087188217314,0.9571428571428572,8.071428571428571,96
116,route_we_900_ns_100.rou.xml,113.5237467762295,2.78125,17.56875,765
129,route_we_100_ns_900.rou.xml,50.85207994587341,0.9452054794520548,7.191780821917808,97
141,route_we_900_ns_100.rou.xml,145.6684546998847,3.041284403669725,19.21559633027523,755
154,route_we_100_ns_900.rou.xml,55.219413737536904,0.8157894736842105,6.328947368421052,95
166,route_we_900_ns_100.rou.xml,142.4001364077828,2.995169082125604,18.280193236714975,764
179,route_we_100_ns_900.rou.xml,49.95189261251827,0.9420289855072463,7.405797101449275,97
191,route_we_900_ns_100.rou.xml,183.75078425381338,3.113970588235294,19.790441176470587,745
