Step,Queue_West_East,Queue_North_South,Queue_SD,Arrival_West_East,Arrival_North_South,Throughput_Step,Avg_Waiting_Time_West_East,Avg_Waiting_Time_North_South
382,6,0,3.0,0,0,0,40.67,0.0
383,5,1,2.0,0,1,1,34.0,0.25
384,4,1,1.5,0,0,0,27.33,0.5
385,3,1,1.0,0,0,0,24.8,0.75
386,2,2,0.0,0,1,0,16.6,1.0
387,1,2,0.5,0,0,0,8.4,1.4
388,0,3,1.5,0,0,0,0.0,2.0
389,0,3,1.5,0,0,0,0.0,2.6
390,0,4,2.0,0,0,1,0.0,3.4
391,0,5,2.5,0,0,0,0.0,4.4
392,0,5,2.5,1,0,1,0.0,5.4
393,0,5,2.5,0,0,0,0.0,6.4
394,0,5,2.5,0,0,1,0.0,7.4
395,0,5,2.5,1,0,0,0.0,8.4
396,0,5,2.5,0,0,1,0.0,9.4
397,0,5,2.5,1,0,1,0.0,10.4
398,0,5,2.5,0,0,0,0.0,11.4
399,0,5,2.5,1,0,1,0.0,12.4
400,0,5,2.5,0,0,0,0.0,13.4
401,0,5,2.5,1,0,1,0.0,14.4
402,0,5,2.5,0,0,0,0.0,15.4
403,0,5,2.5,1,0,0,0.0,16.4
404,0,5,2.5,0,0,1,0.0,17.4
405,0,5,2.5,1,0,0,0.0,18.4
406,0,5,2.5,0,0,1,0.0,19.4
407,0,5,2.5,1,0,1,0.0,20.4
408,0,5,2.5,0,0,0,0.0,21.4
409,0,5,2.5,1,0,1,0.0,22.4
410,0,5,2.5,0,0,0,0.0,23.4
411,0,5,2.5,1,0,1,0.0,24.4
412,0,5,2.5,0,0,0,0.0,25.4
413,0,5,2.5,1,0,1,0.0,26.4
414,0,5,2.5,0,0,1,0.0,27.4
415,0,5,2.5,1,0,0,0.0,28.4
416,0,5,2.5,0,0,1,0.0,29.4
417,0,5,2.5,1,0,0,0.0,30.4
418,0,5,2.5,1,0,1,0.0,31.4
419,0,5,2.5,0,0,0,0.0,32.4
420,0,5,2.5,0,0,0,0.0,33.4
421,0,5,2.5,1,0,1,0.0,34.4
422,0,5,2.5,0,0,1,0.0,35.4
423,0,5,2.5,1,0,0,0.0,36.4
424,0,5,2.5,0,0,0,0.0,37.4
425,0,5,2.5,1,0,1,0.0,38.4
426,0,5,2.5,0,0,0,0.0,39.4
427,0,5,2.5,1,0,1,0.0,40.4
428,0,5,2.5,1,0,0,0.0,41.4
429,1,5,2.0,0,0,0,0.25,42.4
430,1,4,1.5,1,0,0,0.4,42.25
431,1,3,1.0,0,0,1,0.6,31.75
432,1,2,0.5,1,0,1,0.67,21.25
433,2,1,0.5,0,0,0,1.0,14.33
434,3,0,1.5,0,0,0,1.5,0.0
435,3,0,1.5,1,0,0,1.71,0.0
436,4,0,2.0,0,0,1,2.29,0.0
437,4,0,2.0,0,1,0,2.86,0.0
438,5,0,2.5,0,0,1,3.57,0.0
439,6,0,3.0,0,1,0,4.43,0.0
440,7,0,3.5,0,0,1,5.43,0.0
441,7,0,3.5,0,1,0,6.43,0.0
442,7,0,3.5,0,0,1,7.43,0.0
443,7,0,3.5,0,1,1,8.43,0.0
444,7,0,3.5,0,0,0,9.43,0.0
445,7,0,3.5,0,1,1,10.43,0.0
446,7,0,3.5,0,0,0,11.43,0.0
447,7,0,3.5,0,1,1,12.43,0.0
448,7,0,3.5,0,0,0,13.43,0.0
449,7,0,3.5,0,1,1,14.43,0.0
450,7,0,3.5,0,0,1,15.43,0.0
451,7,0,3.5,0,1,0,16.43,0.0
452,7,0,3.5,0,0,1,17.43,0.0
453,7,0,3.5,0,1,0,18.43,0.0
454,7,0,3.5,0,0,1,19.43,0.0
455,7,0,3.5,0,1,0,20.43,0.0
456,7,0,3.5,0,0,0,21.43,0.0
457,7,0,3.5,0,1,0,22.43,0.0
458,7,0,3.5,0,0,1,23.43,0.0
459,7,0,3.5,0,1,1,24.43,0.0
460,7,0,3.5,0,0,0,25.43,0.0
461,7,0,3.5,0,1,1,26.43,0.0
462,7,0,3.5,0,0,0,27.43,0.0
463,7,0,3.5,0,1,1,28.43,0.0
464,7,0,3.5,0,0,0,29.43,0.0
465,7,0,3.5,0,1,1,30.43,0.0
466,7,0,3.5,0,0,1,31.43,0.0
467,7,0,3.5,0,1,0,32.43,0.0
468,7,0,3.5,0,0,1,33.43,0.0
469,7,0,3.5,0,1,0,34.43,0.0
470,7,0,3.5,0,0,1,35.43,0.0
471,7,0,3.5,0,1,0,36.43,0.0
472,7,0,3.5,0,0,1,37.43,0.0
473,7,0,3.5,0,1,0,38.43,0.0
474,7,0,3.5,0,0,1,39.43,0.0
475,7,0,3.5,0,1,0,40.43,0.0
476,7,0,3.5,0,0,1,41.43,0.0
477,7,0,3.5,0,1,0,42.43,0.0
478,6,0,3.0,0,0,1,42.33,0.0
479,5,1,2.0,0,1,0,35.5,0.25
480,4,1,1.5,0,0,0,28.5,0.5
481,3,2,0.5,0,0,0,25.8,1.0
482,2,2,0.0,0,1,0,17.4,1.2
483,1,3,1.0,0,0,0,11.0,1.8
484,0,3,1.5,0,0,0,0.0,2.4
485,0,4,2.0,0,0,1,0.0,3.2
486,0,4,2.0,0,0,0,0.0,4.0
487,0,5,2.5,0,0,1,0.0,5.0
488,0,5,2.5,1,0,0,0.0,6.0
489,0,5,2.5,0,0,1,0.0,7.0
490,0,5,2.5,0,0,0,0.0,8.0
491,0,5,2.5,1,0,1,0.0,9.0
492,0,5,2.5,0,0,0,0.0,10.0
493,0,5,2.5,1,0,1,0.0,11.0
494,0,5,2.5,0,0,0,0.0,12.0
495,0,5,2.5,1,0,1,0.0,13.0
496,0,5,2.5,0,0,0,0.0,14.0
497,0,5,2.5,1,0,1,0.0,15.0
498,0,5,2.5,0,0,1,0.0,16.0
499,0,5,2.5,1,0,0,0.0,17.0
500,0,5,2.5,0,0,0,0.0,18.0
501,0,5,2.5,1,0,1,0.0,19.0
502,0,5,2.5,0,0,0,0.0,20.0
503,0,5,2.5,1,0,1,0.0,21.0
504,0,5,2.5,0,0,0,0.0,22.0
505,0,5,2.5,1,0,0,0.0,23.0
506,0,5,2.5,0,0,1,0.0,24.0
507,0,5,2.5,1,0,1,0.0,25.0
508,0,5,2.5,0,0,0,0.0,26.0
509,0,5,2.5,1,0,1,0.0,27.0
510,0,5,2.5,0,0,0,0.0,28.0
511,0,5,2.5,1,0,1,0.0,29.0
512,0,5,2.5,0,0,1,0.0,30.0
513,0,5,2.5,1,0,0,0.0,31.0
514,0,5,2.5,0,0,1,0.0,32.0
515,0,5,2.5,1,0,0,0.0,33.0
516,0,5,2.5,0,0,0,0.0,34.0
517,0,5,2.5,1,0,1,0.0,35.0
518,0,5,2.5,0,0,1,0.0,36.0
519,0,5,2.5,1,0,0,0.0,37.0
520,0,5,2.5,0,0,0,0.0,38.0
521,0,5,2.5,1,0,1,0.0,39.0
522,0,5,2.5,0,0,0,0.0,40.0
523,0,5,2.5,1,0,0,0.0,41.0
524,0,5,2.5,0,0,1,0.0,42.0
525,0,5,2.5,1,0,1,0.0,43.0
526,0,4,2.0,1,0,0,0.0,43.0
527,1,3,1.0,0,0,1,0.25,32.25
528,1,2,0.5,1,0,0,0.4,21.5
529,1,1,0.0,0,0,1,0.6,14.33
530,2,0,1.0,1,0,0,0.83,0.0
531,2,0,1.0,0,0,0,1.17,0.0
532,3,0,1.5,0,0,0,1.67,0.0
533,3,0,1.5,1,1,1,1.86,0.0
534,4,0,2.0,0,0,0,2.43,0.0
535,4,0,2.0,0,0,1,3.0,0.0
536,5,0,2.5,0,1,0,3.71,0.0
537,6,0,3.0,0,0,1,4.57,0.0
538,6,0,3.0,0,1,1,5.43,0.0
539,7,0,3.5,0,0,0,6.43,0.0
540,7,0,3.5,0,1,1,7.43,0.0
541,7,0,3.5,0,0,0,8.43,0.0
542,7,0,3.5,0,1,1,9.43,0.0
543,7,0,3.5,0,0,0,10.43,0.0
544,7,0,3.5,0,1,1,11.43,0.0
545,7,0,3.5,0,0,1,12.43,0.0
546,7,0,3.5,0,1,0,13.43,0.0
547,7,0,3.5,0,0,1,14.43,0.0
548,7,0,3.5,0,1,0,15.43,0.0
549,7,0,3.5,0,0,1,16.43,0.0
550,7,0,3.5,0,1,0,17.43,0.0
551,7,0,3.5,0,0,1,18.43,0.0
552,7,0,3.5,0,1,0,19.43,0.0
553,7,0,3.5,0,0,1,20.43,0.0
554,7,0,3.5,0,1,0,21.43,0.0
555,7,0,3.5,0,0,1,22.43,0.0
556,7,0,3.5,0,1,0,23.43,0.0
557,7,0,3.5,0,0,1,24.43,0.0
558,7,0,3.5,0,1,0,25.43,0.0
559,7,0,3.5,0,0,1,26.43,0.0
560,7,0,3.5,0,1,0,27.43,0.0
561,7,0,3.5,0,0,1,28.43,0.0
562,7,0,3.5,0,1,0,29.43,0.0
563,7,0,3.5,0,0,1,30.43,0.0
564,7,0,3.5,0,1,0,31.43,0.0
565,7,0,3.5,0,0,1,32.43,0.0
