episode,timestamp,state,action,we_green,ns_green,we_waiting_time,ns_waiting_time,we_queue,ns_queue,reward
3,3238.0,1_0_0,1,20,10,38.0,0,6,0,-0.24166666666666667
3,3274.0,1_0_0,4,10,20,135.0,0,7,0,-0.7416666666666667
3,3320.0,1_0_0,5,20,20,113.0,0,7,0,-0.6284782608695652
3,3366.0,1_0_0,2,30,10,0,0,0,0,0.005217391304347826
4,46.0,0_0_0,2,30,10,43.0,0.0,7,0,-0.27456521739130435
4,92.0,1_0_0,5,20,20,112.0,0.0,7,0,-0.616304347826087
4,128.0,1_0_0,4,10,20,127.0,0.0,7,0,-0.6933333333333332
4,174.0,1_0_0,2,30,10,41.0,0.0,6,0,-0.25195652173913047
4,210.0,1_0_0,1,20,10,41.0,0.0,6,0,-0.25333333333333335
4,246.0,1_0_0,4,10,20,124.0,0.0,7,0,-0.6783333333333332
4,282.0,1_0_0,4,10,20,132.0,0.0,7,0,-0.7183333333333333
4,308.0,1_0_0,0,10,10,40.0,0.0,6,0,-0.24846153846153846
4,379.0,1_0_0,7,45,20,133.0,0.0,7,0,-0.7223239436619718
4,405.0,1_0_0,0,10,10,45.0,2.0,7,1,-0.30346153846153845
4,451.0,1_0_0,5,20,20,111.0,0.0,7,0,-0.6126086956521739
4,487.0,1_0_0,4,10,20,115.0,0.0,7,0,-0.6325
4,513.0,1_0_0,0,10,10,55.0,0.0,7,0,-0.33461538461538465
4,584.0,1_0_0,7,45,20,127.0,0.0,7,0,-0.6914788732394366
4,620.0,1_0_0,1,20,10,47.0,1.0,7,1,-0.30833333333333335
4,691.0,1_0_0,7,45,20,137.0,0.0,7,0,-0.7419014084507042
4,762.0,1_0_0,7,45,20,140.0,0.0,7,0,-0.7573239436619718
4,788.0,1_0_0,0,10,10,55.0,1.0,7,1,-0.34961538461538466
4,834.0,1_0_0,2,30,10,39.0,0.0,6,0,-0.24195652173913043
4,870.0,1_0_0,4,10,20,122.0,0.0,7,0,-0.6691666666666666
4,916.0,1_0_0,2,30,10,46.0,1.0,7,1,-0.30195652173913046
4,987.0,1_0_0,7,45,20,132.0,0.0,7,0,-0.7169014084507042
4,1023.0,1_0_0,4,10,20,130.0,0.0,7,0,-0.7083333333333333
4,1079.0,1_0_0,6,30,20,107.0,0.0,7,0,-0.5916071428571429
4,1135.0,1_0_0,6,30,20,119.0,0.0,7,0,-0.6516071428571428
4,1171.0,1_0_0,1,20,10,48.0,0.0,7,0,-0.2975
4,1227.0,1_0_0,6,30,20,110.0,0.0,7,0,-0.6066071428571429
4,1288.0,1_0_0,3,45,10,73.0,0.0,7,0,-0.42221311475409834
4,1359.0,1_0_0,7,45,20,132.0,0.0,7,0,-0.7169014084507042
4,1395.0,1_0_0,1,20,10,49.0,0.0,7,0,-0.3041666666666667
4,1431.0,1_0_0,1,20,10,43.0,0.0,7,0,-0.27249999999999996
4,1477.0,1_0_0,2,30,10,41.0,0.0,7,0,-0.2619565217391304
4,1513.0,1_0_0,1,20,10,43.0,0.0,7,0,-0.27249999999999996
4,1574.0,1_0_0,3,45,10,62.0,0.0,7,0,-0.36721311475409835
4,1620.0,1_0_0,2,30,10,48.0,0.0,7,0,-0.29695652173913045
4,1666.0,1_0_0,2,30,10,48.0,0.0,7,0,-0.29630434782608694
4,1702.0,1_0_0,4,10,20,120.0,0.0,7,0,-0.6591666666666666
4,1738.0,1_0_0,4,10,20,121.0,0.0,7,0,-0.6633333333333332
4,1774.0,1_0_0,1,20,10,43.0,0.0,7,0,-0.27249999999999996
4,1810.0,1_0_0,1,20,10,41.0,0.0,6,0,-0.2525
4,1881.0,1_0_0,7,45,20,131.0,0.0,7,0,-0.7119014084507042
4,1937.0,1_0_0,6,30,20,109.0,0,7,0,-0.6048214285714285
4,1983.0,1_0_0,2,30,10,49.0,0,7,0,-0.30521739130434783
4,2039.0,1_0_0,6,30,20,117.0,0,7,0,-0.6469642857142857
4,2110.0,1_0_0,7,45,20,131.0,0,7,0,-0.7161267605633803
